GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,13622,2019-09-08 10:08:00:246,0.0847,-0.411,9.9331,0.0008,-0.001,9.8066,-0.0028,0.0157,0.0005,-7.81,-26.62,31.94,26,-81.92,-143.09
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,13721,2019-09-08 10:08:00:345,0.1435,-0.4388,9.8653,0.0004,-0.0035,9.8066,-0.0118,0.0068,-0.0073,-7.5,-26.31,32.13,27.76,-81.91,-143.13
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,13821,2019-09-08 10:08:00:445,0.0501,-0.3783,9.8442,-0.0011,-0.0004,9.8066,-0.0015,-0.0072,-0.0063,-7.5,-26.19,31.94,27.91,-81.93,-142.99
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,13921,2019-09-08 10:08:00:545,0.0716,-0.2487,9.8579,-0.0011,0.0011,9.8066,0.001,0.0115,-0.012,-7.56,-25.5,31.75,25.9,-81.93,-142.96
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14022,2019-09-08 10:08:00:646,0.0246,-0.3069,9.9106,0.0004,-0.0003,9.8066,-0.0104,0.0015,-0.0103,-7.87,-25.69,31.44,25.69,-81.94,-142.9
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14121,2019-09-08 10:08:00:745,0.0856,-0.4347,9.8468,-0.0012,0.0026,9.8066,0.0026,0.0084,-0.0029,-7.37,-26.31,31.56,27.99,-81.96,-142.9
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14222,2019-09-08 10:08:00:846,0.1244,-0.3989,9.8776,0.0012,-0.0004,9.8065,0.0003,0.0149,0.006,-7.44,-25.56,32.06,27.87,-81.94,-143.01
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14322,2019-09-08 10:08:00:946,0.0662,-0.5602,9.8858,-0.0005,0.0017,9.8066,0.0056,-0.0018,0.0036,-8.06,-26.31,31.81,25.97,-81.95,-142.99
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14422,2019-09-08 10:08:01:046,0.1538,-0.4155,9.8208,0.0006,-0.0008,9.8066,-0.0103,-0.004,0.006,-7.94,-26.37,31.88,26.01,-81.94,-142.96
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14522,2019-09-08 10:08:01:146,0.1575,-0.2812,9.8228,0.0006,-0.0005,9.8066,-0.0014,0.0099,0.0045,-7.94,-26.81,32.31,26.11,-81.95,-142.97
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14621,2019-09-08 10:08:01:245,0.0432,-0.356,9.8872,0.0009,-0.0002,9.8066,-0.0013,-0.0025,-0.0071,-7.75,-26.81,31.56,26.1,-81.95,-142.98
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14721,2019-09-08 10:08:01:345,0.1448,-0.3341,9.9123,0.0004,-0.0041,9.8066,-0.0083,0.0021,-0.008,-7.37,-25.94,31.56,27.72,-81.94,-143.15
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,14827,2019-09-08 10:08:01:451,0.1684,-0.4135,9.8665,0.0012,-0.0009,9.8065,-0.0061,0.0101,-0.0094,-7.87,-26,31.88,25.75,-81.93,-143.2
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,14922,2019-09-08 10:08:01:546,0.1324,-0.4638,9.8607,0.0005,-0.001,9.8066,-0.0089,-0.003,-0.0063,-7,-25.37,31.94,27.43,-81.93,-143.3
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,15021,2019-09-08 10:08:01:645,0.0931,-0.4701,9.8029,0.001,-0.0032,9.8066,-0.0143,0.0015,-0.0018,-7.69,-25.94,31.81,25.4,-81.91,-143.52
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,15122,2019-09-08 10:08:01:746,0.1069,-0.2356,9.8473,0.0007,0.0012,9.8065,0.0017,0.0238,0.0039,-7.69,-26.25,31.69,25.38,-81.93,-143.53
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,15221,2019-09-08 10:08:01:845,0.1007,-0.2578,9.9251,0.0006,-0.004,9.8066,-0.0054,0.0086,0.001,-7.62,-26.69,32,25.48,-81.92,-143.55
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,15321,2019-09-08 10:08:01:945,0.1077,-0.3219,9.9682,-0.0005,-0.0008,9.8066,-0.005,0.0025,0.0005,-7.94,-26.69,31.56,25.27,-81.88,-143.75
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,15421,2019-09-08 10:08:02:045,0.0552,-0.4496,9.9303,0.0009,0.0007,9.8066,-0.0018,-0.0042,0.0071,-7.44,-26.94,32,27.13,-81.86,-143.82
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,15522,2019-09-08 10:08:02:146,0.0535,-0.3435,9.9144,-0.0002,-0.0035,9.8066,0.0053,0.0053,0.0095,-8.06,-26.06,31.81,24.99,-81.84,-143.91
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,15621,2019-09-08 10:08:02:245,0.0961,-0.479,9.8901,0.0016,-0.0034,9.8066,0.0013,-0.0018,0.001,-7.94,-25.69,32.25,24.82,-81.81,-144.08
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,15724,2019-09-08 10:08:02:348,0.1029,-0.3703,9.9015,-0.0006,-0.0026,9.8066,0.0001,-0.0097,-0.0038,-8,-25.75,31.5,24.71,-81.78,-144.18
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,15821,2019-09-08 10:08:02:445,0.0922,-0.2946,9.8687,-0.0004,-0.003,9.8066,0.0056,0.0082,0.0012,-7.44,-26.56,32.31,26.65,-81.75,-144.29
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,15921,2019-09-08 10:08:02:545,0.0971,-0.1744,9.9259,0.0002,-0.0025,9.8066,0.0053,-0.0035,0.0019,-7.37,-26.06,31,26.07,-81.7,-144.42
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,16021,2019-09-08 10:08:02:645,0.12,-0.167,9.9461,-0.0002,-0.0036,9.8066,-0.0045,-0.0168,-0.0095,-7.56,-26.12,31.63,24.32,-81.65,-144.58
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,16122,2019-09-08 10:08:02:746,0.0868,-0.2408,9.8884,-0.0002,-0.0012,9.8066,0.0012,0.0038,-0.0053,-8,-26.31,32,24.18,-81.61,-144.72
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,16221,2019-09-08 10:08:02:845,0.0601,-0.3811,9.8903,-0.0007,-0.0006,9.8066,0.0101,0.0009,0.0086,-7.31,-26.12,32.13,26.01,-81.58,-144.82
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,16322,2019-09-08 10:08:02:946,0.1517,-0.4244,9.874,-0.0005,-0.0023,9.8066,0.0035,-0.0018,0.0104,-7.56,-25.87,32.13,24.03,-81.55,-144.87
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,16422,2019-09-08 10:08:03:046,0.1129,-0.468,9.8464,0.0012,-0.0043,9.8066,-0.0079,-0.0038,0.0151,-7.62,-26.31,32.19,23.93,-81.5,-144.98
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,16522,2019-09-08 10:08:03:146,0.0098,-0.2094,9.8347,0.0012,-0.0027,9.8066,-0.0027,0.0076,-0.0004,-6.94,-26.37,32,25.83,-81.47,-145.03
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,16621,2019-09-08 10:08:03:245,0.1392,-0.0473,9.9423,0.0002,-0.0013,9.8066,-0.0034,-0.0055,-0.0117,-7.94,-25.75,31.75,23.7,-81.43,-145.21
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,16722,2019-09-08 10:08:03:346,0.1233,-0.3093,9.8615,0.0006,-0.0045,9.8065,-0.0067,0.0027,-0.012,-7.94,-26.37,32.13,23.42,-81.38,-145.48
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,16821,2019-09-08 10:08:03:445,0.0795,-0.2274,9.905,-0.0016,-0.0018,9.8066,0.0011,0.0029,-0.001,-7.44,-26.56,32.06,25.38,-81.37,-145.58
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,16921,2019-09-08 10:08:03:545,0.0132,-0.396,9.8618,-0.0009,-0.0022,9.8065,0.0017,-0.0123,-0.0102,-7.62,-26.5,32,23.34,-81.33,-145.57
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,17022,2019-09-08 10:08:03:646,-0.0102,-0.3253,9.913,0.0004,-0.0043,9.8066,0.0077,0.0069,0.0048,-7.12,-26.19,31.94,25.12,-81.27,-145.73
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,17121,2019-09-08 10:08:03:745,0.1054,-0.0558,9.8511,0.0005,-0.0046,9.8066,0.0048,0.0105,0.0071,-7.37,-26.37,31.69,24.94,-81.24,-145.9
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,17221,2019-09-08 10:08:03:845,0.021,-0.146,9.8851,-0.0006,-0.0029,9.8066,0.0084,-0.0097,0.0085,-7.06,-26,31.56,24.92,-81.23,-145.93
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,17322,2019-09-08 10:08:03:946,-0.0483,-0.2954,9.9093,-0.0005,-0.0046,9.8066,0.0049,0.0011,0.0059,-7.69,-25.75,31.75,22.98,-81.2,-145.93
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,17422,2019-09-08 10:08:04:046,0.0457,-0.4407,9.8251,0.0001,-0.0028,9.8066,0.001,0.0001,-0.0062,-7.37,-26.19,31.5,24.65,-81.14,-146.2
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,17521,2019-09-08 10:08:04:145,0.1738,-0.3064,9.8596,0.0008,-0.0018,9.8066,0.0065,-0.0168,0,-7.19,-26.25,32.31,24.56,-81.13,-146.29
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,17622,2019-09-08 10:08:04:246,0.0682,-0.2306,9.8409,0.0005,-0.0025,9.8066,0.0006,0.0082,-0.0051,-7.69,-26.5,32.06,22.56,-81.1,-146.34
52.401546,-1.505601,147.88,0,4,237.99,24 / 27,17721,2019-09-08 10:08:04:345,-0.0421,-0.106,9.9001,-0.001,-0.0029,9.8066,-0.0058,0.012,0.0036,-8.06,-26.19,32.06,22.46,-81.08,-146.43
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,17821,2019-09-08 10:08:04:445,0.0251,-0.0967,9.9043,0.0009,-0.0014,9.8066,-0.0076,-0.0013,0.0048,-7.69,-25.94,31.81,22.54,-81.03,-146.38
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,17922,2019-09-08 10:08:04:546,0.08,-0.1635,9.918,-0.0008,-0.0009,9.8066,-0.0057,0.0035,0.0092,-7.75,-25.62,31.88,22.45,-81,-146.47
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,18022,2019-09-08 10:08:04:646,0.0991,-0.301,9.8767,-0.001,-0.0004,9.8066,-0.0084,0.0015,0.0015,-7.44,-26.19,31.88,24.28,-80.97,-146.59
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,18121,2019-09-08 10:08:04:745,0.0611,-0.34,9.8123,0.0008,-0.0018,9.8066,-0.0094,-0.0109,-0.0038,-8,-26.31,31.63,22.25,-80.93,-146.67
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,18221,2019-09-08 10:08:04:845,0.1586,-0.0601,9.87,0.0013,-0.0038,9.8066,0.0197,0.0009,-0.0084,-7.5,-25.69,31.75,24.17,-80.9,-146.71
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,18321,2019-09-08 10:08:04:945,0.0403,0.0192,9.9191,-0.0002,-0.0033,9.8066,0.0061,0.0183,-0.0046,-7.44,-26.31,31.81,23.98,-80.86,-146.89
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,18421,2019-09-08 10:08:05:045,0.094,-0.1001,9.9246,0.0008,-0.0035,9.8066,0.0029,-0.01,-0.0073,-7.81,-26.5,31.75,21.9,-80.82,-147.01
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,18521,2019-09-08 10:08:05:145,0.1474,-0.1391,9.8658,-0.0009,-0.0027,9.8066,0.0054,0.0014,0.0035,-7.81,-26.25,31.69,21.87,-80.8,-147.04
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,18621,2019-09-08 10:08:05:245,0.0814,-0.2348,9.8637,0.0001,-0.0051,9.8066,-0.0058,-0.001,0.0068,-6.94,-26.44,31.81,23.77,-80.77,-147.11
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,18721,2019-09-08 10:08:05:345,0.1151,-0.2721,9.8691,-0.0005,0.0006,9.8066,-0.0029,-0.0057,0.0015,-8,-26.31,31.5,21.79,-80.74,-147.14
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,18822,2019-09-08 10:08:05:446,0.1026,-0.139,9.8529,-0.0001,-0.0031,9.8066,0.0031,0.0115,0.0114,-7.25,-26.19,31.81,23.69,-80.7,-147.21
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,18921,2019-09-08 10:08:05:545,0.1127,-0.0311,9.858,-0.0005,0,9.8066,0.0017,0.0038,-0.0009,-7.19,-26.44,31.69,23.69,-80.7,-147.21
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,19022,2019-09-08 10:08:05:646,0.1323,-0.011,9.9535,0.0012,-0.001,9.8066,-0.0137,-0.0025,-0.0103,-7.31,-25.56,31.19,23.19,-80.66,-147.37
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,19122,2019-09-08 10:08:05:746,0.1237,-0.0733,9.9436,-0.0007,-0.0029,9.8066,-0.0141,0.0075,-0.0073,-7.69,-26.31,32.13,21.42,-80.63,-147.5
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,19222,2019-09-08 10:08:05:846,0.1901,-0.2474,9.8644,0.0004,-0.0032,9.8066,-0.0077,-0.0073,-0.0141,-7.62,-26.19,32.06,21.42,-80.6,-147.51
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,19321,2019-09-08 10:08:05:945,0.1255,-0.1288,9.8348,-0.0008,-0.0014,9.8066,-0.0035,-0.0081,0.0031,-7.37,-26.25,31.81,23.43,-80.56,-147.49
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,19421,2019-09-08 10:08:06:045,0.0253,0.0847,9.9067,-0.001,-0.0003,9.8066,0.0013,0.0124,0.0056,-7.69,-26,31.81,21.36,-80.52,-147.58
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,19521,2019-09-08 10:08:06:145,0.1309,-0.0444,9.9355,0.0017,-0.0035,9.8066,-0.0174,-0.007,-0.0034,-7.19,-25.56,31.5,23.2,-80.49,-147.71
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,19621,2019-09-08 10:08:06:245,0.2071,-0.1257,9.908,-0.0003,-0.0001,9.8066,-0.0023,0.0102,-0.001,-7.44,-25.94,32,23.17,-80.47,-147.75
52.401546,-1.505601,147.88,0,4,237.99,24 / 26,19721,2019-09-08 10:08:06:345,0.075,-0.269,9.8557,-0.0011,-0.0043,9.8066,-0.0045,0.0079,-0.0084,-7.75,-26.19,32.06,21.17,-80.44,-147.77
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,19821,2019-09-08 10:08:06:445,0.0416,-0.0189,9.8868,0.0012,-0.0035,9.8066,0.006,-0.0029,-0.0053,-7.37,-26.5,32,23.2,-80.42,-147.74
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,19922,2019-09-08 10:08:06:546,0.1151,0.1145,9.9155,-0.001,-0.0036,9.8066,0.0024,0.0137,0.0039,-7.56,-26,31.88,21.12,-80.38,-147.84
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,20021,2019-09-08 10:08:06:645,0.0597,-0.0848,9.9469,0.0005,-0.0005,9.8066,-0.0074,-0.0068,-0.0013,-7.75,-26.12,32.06,21.03,-80.37,-147.92
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,20121,2019-09-08 10:08:06:745,0.1422,-0.1312,9.896,0.0002,-0.001,9.8066,0.007,-0.0087,0.0045,-7.37,-26.69,31.88,23.11,-80.35,-147.96
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,20221,2019-09-08 10:08:06:845,0.1047,-0.1512,9.8709,-0.0011,-0.0019,9.8066,-0.008,0.0092,0.0038,-7.94,-26.19,31.56,20.93,-80.33,-148.02
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,20321,2019-09-08 10:08:06:945,0.0607,-0.0276,9.8679,0.0008,-0.001,9.8066,-0.0067,-0.0026,-0.0079,-7.56,-26.06,31.25,20.5,-80.31,-148.04
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,20422,2019-09-08 10:08:07:046,0.0801,0.1953,9.9372,0,-0.0004,9.8066,-0.0178,0.0074,-0.0051,-7.69,-26.19,31.44,20.49,-80.29,-148.06
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,20522,2019-09-08 10:08:07:146,0.0302,-0.0677,9.9312,-0.0001,-0.002,9.8066,-0.0005,0.0151,-0.0045,-7.44,-26.12,31.69,22.84,-80.26,-148.11
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,20622,2019-09-08 10:08:07:246,0.0644,-0.1292,9.9235,0.0001,-0.0009,9.8066,-0.0041,-0.0123,0.0011,-8.06,-26.12,31.81,20.77,-80.23,-148.19
52.401546,-1.505601,147.88,0,4,237.99,23 / 27,20722,2019-09-08 10:08:07:346,0.095,-0.1025,9.8813,0.001,-0.0035,9.8066,-0.006,0.0064,0.0055,-7.56,-26.25,32.06,20.63,-80.19,-148.32
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,20822,2019-09-08 10:08:07:446,0.055,0.0838,9.8477,0.0001,0.0001,9.8066,0.0061,-0.0056,0.0046,-7.87,-26.06,32,20.6,-80.19,-148.35
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,20921,2019-09-08 10:08:07:545,0.0037,0.0405,9.9566,-0.0009,-0.0012,9.8066,-0.0126,-0.003,-0.0007,-7.31,-26.75,31.88,22.68,-80.16,-148.4
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,21021,2019-09-08 10:08:07:645,0.135,-0.046,9.9521,-0.0008,0.0008,9.8066,0.0024,0.0069,-0.0078,-7.62,-26.25,31.63,20.65,-80.14,-148.33
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,21122,2019-09-08 10:08:07:746,0.1124,-0.2194,9.8678,0.0002,-0.0028,9.8065,-0.0064,-0.0119,-0.0064,-7.44,-25.75,31.56,22.67,-80.13,-148.31
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,21221,2019-09-08 10:08:07:845,0.107,0.0566,9.841,0.0001,0.0016,9.8066,0.0168,0.0096,0.0044,-7.94,-26.12,31.69,20.57,-80.12,-148.41
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,21321,2019-09-08 10:08:07:945,0.0895,0.1347,9.9508,0.0007,-0.0016,9.8066,0.0123,-0.0002,0.001,-7.81,-26.37,31.88,20.52,-80.09,-148.45
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,21422,2019-09-08 10:08:08:046,0.0712,-0.0182,9.9443,0.0001,-0.0022,9.8066,0.0092,-0.0033,0.0056,-7.12,-26.37,31.56,22.33,-80.06,-148.63
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,21522,2019-09-08 10:08:08:146,0.0599,-0.1141,9.9166,-0.0008,0.0006,9.8066,0.0049,0.0087,0.0016,-7.37,-26.56,31.94,22.47,-80.04,-148.63
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,21621,2019-09-08 10:08:08:245,0.0748,-0.1119,9.8885,-0.0004,-0.0003,9.8066,0.0015,-0.019,-0.0065,-7.31,-26.25,32.19,22.35,-80.02,-148.62
52.401546,-1.505601,147.88,0,4,237.99,26 / 28,21721,2019-09-08 10:08:08:345,0.0894,0.1634,9.8794,0.0003,0.0009,9.8066,-0.0021,-0.0019,0.0019,-7.5,-26.87,32.13,22.43,-80,-148.67
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,21822,2019-09-08 10:08:08:446,-0.0126,0.0429,9.8724,-0.0015,-0.0039,9.8065,-0.0142,-0.0037,-0.0071,-7.56,-25.94,31.94,20.28,-79.99,-148.7
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,21921,2019-09-08 10:08:08:545,0.0704,0.1065,9.9932,-0.0005,0,9.8065,0.0013,0.0183,-0.005,-7.69,-25.62,31.63,20.3,-79.95,-148.69
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22021,2019-09-08 10:08:08:645,0.0311,-0.1041,9.8935,0.0006,-0.0027,9.8066,-0.0019,-0.0031,-0.0113,-7.37,-25.87,31.25,21.98,-79.92,-148.68
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22122,2019-09-08 10:08:08:746,0.0794,-0.0263,9.8555,0.0003,0,9.8066,0.0124,0.0108,0.0025,-7.69,-26,31.44,19.84,-79.92,-148.75
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22222,2019-09-08 10:08:08:846,0.1161,0.2132,9.8854,0.0007,-0.0006,9.8066,0.0117,0.0138,0.0115,-7.62,-25.94,31.31,19.83,-79.91,-148.76
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22322,2019-09-08 10:08:08:946,0.0299,0.1362,9.9614,-0.0002,-0.0027,9.8066,0.0005,-0.0027,0.0067,-7.87,-26.06,32.13,20.19,-79.88,-148.81
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22421,2019-09-08 10:08:09:045,-0.02,-0.0343,9.8999,0.0001,0.0029,9.8066,0.0103,0.0093,0.0055,-7.75,-26.12,31.5,20.1,-79.87,-148.89
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22522,2019-09-08 10:08:09:146,0.0886,-0.1635,9.879,0.0002,0.0003,9.8065,0.0066,-0.0063,-0.0062,-7.5,-26.12,31.75,22.11,-79.85,-148.88
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22621,2019-09-08 10:08:09:245,0.1378,0.0932,9.8211,-0.0013,0.0037,9.8066,0.0074,-0.0092,-0.0055,-8,-25.19,31.75,20.04,-79.86,-148.83
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22722,2019-09-08 10:08:09:346,-0.0081,0.1569,9.8611,-0.0003,0.002,9.8066,0.007,-0.0007,-0.0019,-7.19,-25.37,31.38,21.73,-79.85,-148.81
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22822,2019-09-08 10:08:09:446,-0.0175,0.1166,10.0155,-0.001,-0.003,9.8066,0.003,-0.0061,0.0052,-7.25,-25.81,32,22.17,-79.85,-148.84
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,22921,2019-09-08 10:08:09:545,0.0406,-0.0621,9.9076,0.0005,-0.0021,9.8066,0.0058,0.0029,0.0133,-7.87,-26,31.75,20.16,-79.84,-148.85
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,23022,2019-09-08 10:08:09:646,0.1231,-0.1186,9.8349,0.0016,0.0015,9.8066,-0.0018,0.0046,0.0088,-7.31,-26,31.81,22.15,-79.82,-148.86
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,23121,2019-09-08 10:08:09:745,0.0026,0.1928,9.8992,-0.0011,-0.004,9.8066,-0.0168,-0.0062,-0.0032,-7.56,-26,31.25,19.68,-79.81,-148.91
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,23221,2019-09-08 10:08:09:845,-0.0001,0.0663,9.9322,0.001,-0.0021,9.8066,-0.0107,0.0076,-0.0074,-7.69,-26.37,31.69,20.11,-79.81,-148.9
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,23321,2019-09-08 10:08:09:945,0.0446,0.0036,9.8991,-0.0002,-0.0007,9.8066,-0.0099,-0.0053,-0.0091,-8.19,-27.19,31.38,19.86,-79.81,-148.87
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,23421,2019-09-08 10:08:10:045,0.0565,-0.1062,9.9165,0.0002,-0.0027,9.8066,-0.0046,0.007,0.0029,-7.5,-25.94,31.13,21.72,-79.81,-148.94
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,23522,2019-09-08 10:08:10:146,0.0963,-0.184,9.8615,0.0007,0.0015,9.8066,0.0134,0.0001,0.0105,-7.12,-25.25,32.06,21.85,-79.8,-149.01
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,23622,2019-09-08 10:08:10:246,0.0499,0.0326,9.8002,0,-0.0022,9.8066,-0.0125,-0.0085,0.0035,-7,-25.69,31.69,21.94,-79.78,-149.06
52.401546,-1.505601,147.88,0,4,237.99,23 / 25,23722,2019-09-08 10:08:10:346,0.0088,0.114,9.9312,-0.0003,0.0013,9.8066,0.0047,0.0076,0.0007,-7.25,-25.44,31.94,21.78,-79.78,-149.08
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,23822,2019-09-08 10:08:10:446,-0.0123,-0.0312,9.9018,0.0006,-0.0004,9.8066,-0.0052,0.0073,-0.0062,-7.62,-26.31,32,19.91,-79.77,-149.08
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,23922,2019-09-08 10:08:10:546,0.1162,-0.1104,9.8501,0.0011,-0.0013,9.8066,-0.014,-0.0096,-0.0067,-7.87,-26.06,31.94,19.8,-79.75,-149.19
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,24021,2019-09-08 10:08:10:645,0.077,-0.0442,9.8239,0.0011,0.0026,9.8066,0.0201,0.0022,-0.0012,-7.44,-26.81,31.63,21.93,-79.76,-149.19
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,24122,2019-09-08 10:08:10:746,0.0419,0.0899,9.8415,0.0002,0.0003,9.8066,0.0011,-0.0052,0.0032,-7.37,-26.37,32.19,21.71,-79.76,-149.26
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,24221,2019-09-08 10:08:10:845,-0.0081,0.1427,9.9205,-0.0011,-0.0011,9.8065,0.0059,-0.0132,0.008,-7.81,-26.12,31.81,19.68,-79.75,-149.28
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,24321,2019-09-08 10:08:10:945,0.0681,0.0039,9.8942,0.0015,-0.0002,9.8065,0.0022,0.0066,0.0038,-8.12,-26,32.25,19.64,-79.75,-149.32
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,24422,2019-09-08 10:08:11:046,0.0932,-0.126,9.8391,0.0007,-0.0002,9.8066,-0.0039,-0.0101,-0.0062,-7.56,-25.75,31.56,19.62,-79.74,-149.34
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,24521,2019-09-08 10:08:11:145,0.0527,-0.0549,9.7902,0.0013,-0.0021,9.8066,-0.0081,0.0153,-0.0068,-7.81,-25.81,32.13,19.49,-79.73,-149.45
52.401546,-1.505601,147.88,0,4,237.99,25 / 27,24621,2019-09-08 10:08:11:245,-0.0292,0.1648,9.8692,0.0005,-0.0008,9.8066,-0.0012,0.0052,-0.0017,-8,-25.81,31.81,19.54,-79.73,-149.41
